                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.61575,                0.28631,                 0.9091,                0.95384,                 0.9555,                0.97779,                0.68527,                0.83001,                0.32675,                 1.1099,              0.0012055,              0.0012055,              0.0012055
                    160,                0.63032,                0.29426,                0.89722,                0.94859,                0.93049,                0.97034,                0.68704,                0.84264,                0.32887,                 1.1074,              0.0012041,              0.0012041,              0.0012041
                    161,                0.66243,                0.30562,                0.91256,                0.95653,                 0.9446,                0.97767,                 0.6893,                0.84633,                0.32109,                 1.0974,              0.0012026,              0.0012026,              0.0012026
                    162,                0.61049,                0.28927,                0.89903,                0.95489,                0.94132,                0.97674,                0.68938,                0.85274,                0.31303,                  1.095,              0.0012012,              0.0012012,              0.0012012
                    163,                0.66388,                0.30571,                0.90528,                0.96538,                 0.9489,                0.98033,                0.69691,                0.87733,                0.32643,                 1.1305,              0.0011998,              0.0011998,              0.0011998
                    164,                0.62346,                0.28831,                0.90052,                0.96317,                0.94081,                0.97488,                0.68751,                0.86147,                0.32434,                 1.1328,              0.0011984,              0.0011984,              0.0011984
                    165,                  0.672,                0.30775,                0.90082,                 0.9392,                 0.9175,                0.97025,                0.68277,                0.86828,                0.35301,                 1.1203,               0.001197,               0.001197,               0.001197
                    166,                0.64237,                0.29538,                0.90801,                0.96805,                0.92202,                0.98008,                0.68025,                0.86976,                0.33824,                  1.144,              0.0011956,              0.0011956,              0.0011956
                    167,                 0.6125,                0.28319,                0.89401,                0.95388,                0.93368,                0.97612,                0.67673,                0.86086,                0.33245,                 1.1159,              0.0011942,              0.0011942,              0.0011942
                    168,                0.63091,                0.29124,                0.89992,                0.93171,                 0.9324,                 0.9758,                 0.6861,                0.86711,                0.39523,                 1.1016,              0.0011927,              0.0011927,              0.0011927
                    169,                0.64091,                 0.2952,                0.90089,                0.96153,                0.91359,                0.97293,                0.68489,                0.88557,                0.37284,                 1.1289,              0.0011913,              0.0011913,              0.0011913
                    170,                0.66848,                0.30379,                0.89704,                0.95032,                0.93701,                 0.9731,                 0.6805,                0.91409,                0.36329,                 1.1584,              0.0011899,              0.0011899,              0.0011899
                    171,                0.62417,                0.28709,                0.89241,                0.96799,                0.95912,                0.98265,                0.69487,                0.86447,                0.33129,                 1.1109,              0.0011885,              0.0011885,              0.0011885
                    172,                0.63584,                0.29833,                0.90685,                0.95215,                0.95084,                0.97504,                0.68991,                0.90247,                0.43928,                 1.1382,              0.0011871,              0.0011871,              0.0011871
                    173,                0.65787,                0.29938,                0.91319,                0.96011,                0.92437,                0.96662,                0.68139,                0.88176,                0.34127,                 1.1369,              0.0011857,              0.0011857,              0.0011857
                    174,                0.63369,                0.29366,                0.89782,                 0.9512,                0.97189,                0.98119,                0.69104,                0.90608,                0.33985,                 1.1601,              0.0011843,              0.0011843,              0.0011843
                    175,                0.63357,                0.29753,                0.90566,                0.96459,                0.94145,                 0.9776,                0.68432,                0.86526,                0.34974,                 1.1304,              0.0011828,              0.0011828,              0.0011828
                    176,                0.62979,                0.29304,                0.89306,                 0.9665,                0.93402,                0.97417,                 0.6788,                0.86494,                0.33454,                 1.1344,              0.0011814,              0.0011814,              0.0011814
                    177,                0.62402,                0.28986,                0.90275,                0.95845,                0.92975,                 0.9712,                0.69018,                0.88375,                0.34333,                  1.126,                0.00118,                0.00118,                0.00118
                    178,                0.64414,                0.29464,                0.90548,                0.95407,                0.95511,                0.97802,                0.68779,                0.90588,                0.32863,                 1.1498,              0.0011786,              0.0011786,              0.0011786
                    179,                0.65644,                0.29957,                0.90503,                0.96284,                0.91632,                0.97531,                0.68359,                0.90465,                0.33517,                 1.1412,              0.0011772,              0.0011772,              0.0011772
                    180,                0.62021,                0.28378,                0.89368,                0.94701,                0.95248,                0.97469,                0.69061,                0.89596,                0.34116,                 1.1458,              0.0011758,              0.0011758,              0.0011758
                    181,                0.62501,                0.28177,                0.89751,                0.96337,                0.97619,                0.98185,                0.70098,                0.87345,                0.31825,                 1.1382,              0.0011744,              0.0011744,              0.0011744
                    182,                0.64325,                0.29442,                0.90633,                0.97258,                 0.9468,                0.97404,                0.68822,                0.91326,                0.33661,                 1.1732,              0.0011729,              0.0011729,              0.0011729
                    183,                0.63534,                 0.2849,                0.90836,                0.96018,                 0.9461,                0.98025,                0.68773,                 0.9104,                0.32016,                 1.1539,              0.0011715,              0.0011715,              0.0011715
                    184,                0.62118,                0.28532,                0.89306,                0.95036,                0.95045,                0.97585,                0.69496,                0.91587,                0.33931,                 1.1565,              0.0011701,              0.0011701,              0.0011701
                    185,                0.64306,                0.29494,                0.89206,                0.97932,                0.95041,                 0.9833,                0.69517,                0.89052,                0.33225,                  1.146,              0.0011687,              0.0011687,              0.0011687
                    186,                0.63534,                0.28603,                0.90457,                0.95228,                 0.9436,                0.97788,                0.69458,                0.89785,                0.32917,                  1.151,              0.0011673,              0.0011673,              0.0011673
                    187,                0.65227,                0.29264,                0.90021,                0.95724,                0.93944,                0.97697,                0.69463,                 0.8967,                0.33511,                 1.1911,              0.0011659,              0.0011659,              0.0011659
                    188,                0.66947,                0.30753,                0.89465,                0.98192,                0.96306,                0.98472,                0.69465,                0.88211,                0.32479,                  1.161,              0.0011644,              0.0011644,              0.0011644
                    189,                0.60217,                0.28304,                0.89345,                0.97219,                0.95462,                 0.9812,                0.68719,                0.88519,                0.32193,                 1.1531,               0.001163,               0.001163,               0.001163
                    190,                0.60943,                0.28704,                0.89392,                0.96166,                0.95272,                0.98189,                0.67668,                0.88966,                0.36111,                 1.1769,              0.0011616,              0.0011616,              0.0011616
                    191,                0.61163,                0.28359,                0.89766,                0.95961,                0.96014,                0.98272,                0.69098,                0.86676,                0.31786,                  1.136,              0.0011602,              0.0011602,              0.0011602
                    192,                0.65018,                0.29698,                0.89313,                0.96218,                0.94602,                0.97788,                0.69727,                0.90081,                0.31796,                 1.1378,              0.0011588,              0.0011588,              0.0011588
                    193,                0.61619,                0.28561,                0.89503,                0.96716,                0.93646,                0.97347,                0.68486,                0.93638,                0.32471,                 1.1751,              0.0011574,              0.0011574,              0.0011574
                    194,                0.64002,                0.29181,                0.88896,                0.95819,                0.96664,                0.97773,                0.68577,                 0.9111,                0.33855,                 1.1559,               0.001156,               0.001156,               0.001156
                    195,                0.62351,                0.29334,                 0.8907,                 0.9557,                 0.9456,                 0.9745,                0.68974,                 0.8763,                 0.3278,                 1.1384,              0.0011545,              0.0011545,              0.0011545
                    196,                0.59729,                0.28378,                0.88459,                 0.9561,                0.94842,                0.97796,                0.69323,                0.89417,                0.32026,                 1.1458,              0.0011531,              0.0011531,              0.0011531
                    197,                0.64218,                0.29699,                0.89532,                0.94154,                0.96284,                0.97959,                0.68177,                0.92308,                0.32955,                 1.1696,              0.0011517,              0.0011517,              0.0011517
                    198,                0.63138,                0.28705,                 0.9025,                0.95956,                0.95487,                0.97733,                0.69187,                0.87318,                0.31632,                 1.1235,              0.0011503,              0.0011503,              0.0011503
                    199,                0.62445,                 0.2853,                 0.8968,                0.96754,                0.95493,                0.97714,                0.68337,                0.88269,                0.32823,                 1.1444,              0.0011489,              0.0011489,              0.0011489
                    200,                0.60565,                0.28298,                0.89224,                0.97194,                0.93959,                0.97891,                0.69135,                0.87337,                0.32968,                 1.1309,              0.0011475,              0.0011475,              0.0011475
                    201,                0.61872,                0.28405,                0.89165,                0.97531,                0.94494,                0.98074,                0.68738,                0.88222,                0.36061,                 1.1405,              0.0011461,              0.0011461,              0.0011461
                    202,                0.60841,                0.28387,                0.89368,                0.96976,                0.94337,                0.97557,                0.69116,                0.89291,                0.32214,                 1.1411,              0.0011446,              0.0011446,              0.0011446
                    203,                0.62643,                0.29072,                0.88905,                0.95406,                0.95023,                0.97474,                0.69037,                0.89729,                0.32857,                  1.135,              0.0011432,              0.0011432,              0.0011432
                    204,                0.60702,                0.28291,                0.89244,                0.95092,                0.93642,                0.97599,                0.68483,                0.88903,                0.33868,                 1.1388,              0.0011418,              0.0011418,              0.0011418
                    205,                0.61449,                 0.2855,                0.89037,                0.95082,                0.95366,                0.97677,                0.69885,                0.88769,                0.32004,                 1.1535,              0.0011404,              0.0011404,              0.0011404
                    206,                0.62954,                0.28712,                0.88605,                0.94193,                0.95824,                0.97657,                0.69454,                0.89627,                0.33683,                 1.1565,               0.001139,               0.001139,               0.001139
                    207,                0.59473,                 0.2736,                0.89035,                0.96618,                0.92881,                0.97328,                0.70085,                0.88833,                0.32777,                 1.1173,              0.0011376,              0.0011376,              0.0011376
                    208,                0.59044,                0.27689,                0.89125,                0.96817,                0.95641,                0.97907,                0.69752,                0.87378,                0.31613,                 1.1116,              0.0011362,              0.0011362,              0.0011362
                    209,                0.61082,                 0.2845,                0.88909,                0.95627,                0.96389,                0.98165,                0.69537,                0.88238,                0.35073,                 1.1305,              0.0011347,              0.0011347,              0.0011347
                    210,                0.62301,                0.28531,                0.88726,                 0.9641,                 0.9448,                0.97883,                0.68117,                0.90031,                0.50375,                 1.1284,              0.0011333,              0.0011333,              0.0011333
                    211,                0.60754,                0.27996,                0.88612,                0.97531,                0.92326,                0.97538,                0.68663,                0.88055,                0.48943,                 1.1148,              0.0011319,              0.0011319,              0.0011319
                    212,                0.60783,                0.28487,                0.89114,                0.96237,                0.90487,                0.97402,                0.68795,                0.90361,                0.50901,                  1.126,              0.0011305,              0.0011305,              0.0011305
                    213,                 0.6275,                0.28542,                0.88689,                0.97298,                 0.9444,                 0.9797,                0.69541,                 0.8758,                0.32175,                 1.1128,              0.0011291,              0.0011291,              0.0011291
                    214,                0.63815,                0.28435,                0.88417,                0.97253,                0.95558,                0.98157,                0.69977,                0.86429,                0.31216,                 1.1143,              0.0011277,              0.0011277,              0.0011277
                    215,                0.59484,                0.27367,                0.88072,                0.97497,                0.94837,                0.98217,                0.69624,                0.86373,                0.31622,                 1.1055,              0.0011263,              0.0011263,              0.0011263
                    216,                0.62419,                0.28624,                0.88992,                0.97481,                0.93245,                0.98132,                0.70362,                0.85402,                 0.3234,                 1.1039,              0.0011248,              0.0011248,              0.0011248
                    217,                0.61639,                0.28136,                0.87938,                0.97231,                0.93578,                0.97901,                0.70619,                0.86814,                0.31748,                 1.1359,              0.0011234,              0.0011234,              0.0011234
                    218,                0.60316,                0.27632,                0.88462,                0.97155,                0.93545,                0.97953,                 0.6962,                 0.8613,                0.33228,                 1.1565,               0.001122,               0.001122,               0.001122
                    219,                0.58318,                0.27344,                  0.882,                0.96754,                0.93047,                0.97944,                0.70632,                0.88458,                 0.3151,                 1.1696,              0.0011206,              0.0011206,              0.0011206
                    220,                0.60627,                0.27702,                0.88829,                0.96714,                0.94534,                0.97865,                0.69687,                0.90347,                0.32134,                 1.1752,              0.0011192,              0.0011192,              0.0011192
                    221,                0.60082,                0.27587,                0.87937,                0.95851,                0.94806,                0.97239,                0.69233,                0.91334,                0.33635,                  1.198,              0.0011178,              0.0011178,              0.0011178
                    222,                0.61633,                0.28379,                 0.8946,                0.96507,                0.95418,                0.97951,                0.69368,                0.87332,                0.31488,                 1.1567,              0.0011163,              0.0011163,              0.0011163
                    223,                0.61301,                0.27701,                  0.888,                0.97376,                0.93938,                0.97976,                0.68439,                0.88857,                0.31809,                 1.1506,              0.0011149,              0.0011149,              0.0011149
                    224,                 0.5888,                0.26917,                0.87596,                0.96974,                0.94585,                 0.9799,                0.68934,                0.91495,                 0.3868,                 1.1661,              0.0011135,              0.0011135,              0.0011135
                    225,                0.57738,                 0.2683,                0.88177,                0.97701,                0.94272,                0.97902,                0.69513,                  0.867,                 0.3131,                 1.1123,              0.0011121,              0.0011121,              0.0011121
                    226,                0.59134,                0.27265,                0.88887,                0.96842,                0.94996,                0.97913,                0.69503,                0.87477,                 0.3187,                 1.1272,              0.0011107,              0.0011107,              0.0011107
                    227,                0.59986,                0.27665,                 0.8824,                 0.9627,                0.95249,                0.97991,                0.69418,                0.86886,                0.32818,                 1.1286,              0.0011093,              0.0011093,              0.0011093
                    228,                0.62015,                0.28289,                0.88566,                 0.9696,                0.94889,                0.98129,                0.68321,                0.89872,                0.35579,                 1.1687,              0.0011079,              0.0011079,              0.0011079
                    229,                0.63079,                 0.2853,                0.89061,                0.95207,                0.95311,                0.97884,                 0.6966,                0.89118,                0.31897,                 1.1351,              0.0011064,              0.0011064,              0.0011064
                    230,                0.61036,                0.28161,                0.88307,                0.95354,                0.95383,                0.97855,                0.69957,                0.89218,                0.32604,                 1.1416,               0.001105,               0.001105,               0.001105
                    231,                0.62102,                0.28407,                0.88743,                0.95839,                0.94246,                0.97554,                0.68922,                0.88348,                0.31433,                 1.1353,              0.0011036,              0.0011036,              0.0011036
                    232,                0.59561,                0.27248,                 0.8886,                 0.9489,                0.92148,                0.97092,                0.69798,                0.86493,                0.32423,                 1.1203,              0.0011022,              0.0011022,              0.0011022
                    233,                0.58066,                0.26948,                0.87471,                0.93597,                0.91485,                0.97132,                0.69539,                0.85462,                0.37504,                 1.0963,              0.0011008,              0.0011008,              0.0011008
                    234,                0.60301,                0.28032,                0.88707,                0.94785,                 0.9459,                 0.9738,                0.70477,                0.85424,                0.31416,                 1.0998,              0.0010994,              0.0010994,              0.0010994
                    235,                0.60686,                0.28191,                0.88708,                 0.9349,                0.96421,                0.97847,                0.70621,                0.86911,                0.31982,                 1.1345,               0.001098,               0.001098,               0.001098
                    236,                 0.6108,                0.28497,                0.87933,                0.96315,                0.95011,                0.97999,                0.70448,                  0.863,                0.31762,                 1.1245,              0.0010965,              0.0010965,              0.0010965
                    237,                  0.594,                0.27961,                0.87849,                0.96496,                0.95317,                0.97901,                0.69514,                0.83251,                0.31045,                 1.1039,              0.0010951,              0.0010951,              0.0010951
                    238,                0.62602,                0.29155,                 0.8868,                0.94593,                0.98098,                0.98513,                 0.6992,                0.87405,                0.33408,                 1.1469,              0.0010937,              0.0010937,              0.0010937
                    239,                0.59912,                0.27947,                0.88028,                0.96254,                0.97213,                0.98527,                0.70488,                0.87413,                0.36033,                  1.126,              0.0010923,              0.0010923,              0.0010923
                    240,                0.59754,                 0.2767,                0.88415,                0.96266,                0.97116,                0.98358,                0.70431,                0.89203,                0.32002,                 1.1463,              0.0010909,              0.0010909,              0.0010909
                    241,                0.61762,                0.28388,                0.88686,                0.97676,                0.95215,                0.98319,                0.69222,                0.87516,                 0.3115,                 1.1112,              0.0010895,              0.0010895,              0.0010895
                    242,                0.58675,                0.27637,                0.88032,                0.98212,                0.95588,                0.97982,                0.69853,                0.84832,                0.31338,                 1.0971,              0.0010881,              0.0010881,              0.0010881
                    243,                0.61229,                0.28537,                0.87753,                0.96384,                0.95394,                0.97913,                0.68935,                0.86434,                0.31307,                   1.13,              0.0010866,              0.0010866,              0.0010866
                    244,                0.61079,                0.27695,                0.88374,                0.95727,                 0.9732,                0.98271,                 0.7015,                0.84446,                0.31303,                 1.0935,              0.0010852,              0.0010852,              0.0010852
                    245,                0.60285,                0.27539,                0.88475,                0.96485,                0.96476,                0.98204,                0.70593,                0.87793,                0.32156,                  1.108,              0.0010838,              0.0010838,              0.0010838
                    246,                0.58883,                0.26842,                 0.8875,                0.96463,                0.96293,                0.98279,                0.69528,                0.87335,                 0.3153,                 1.1108,              0.0010824,              0.0010824,              0.0010824
                    247,                0.61407,                0.28074,                0.88518,                0.96683,                0.94803,                0.97933,                0.69314,                0.85553,                0.31386,                 1.0988,               0.001081,               0.001081,               0.001081
                    248,                0.59036,                0.27506,                0.87946,                0.95555,                0.97122,                0.98049,                0.70568,                 0.8468,                0.31717,                  1.094,              0.0010796,              0.0010796,              0.0010796
                    249,                 0.5803,                  0.275,                0.87693,                0.98159,                0.94358,                0.98036,                0.69854,                0.84555,                0.31961,                 1.1098,              0.0010782,              0.0010782,              0.0010782
                    250,                0.60668,                0.28509,                 0.8852,                0.95395,                0.97774,                0.98266,                0.70599,                0.86611,                0.32414,                 1.1446,              0.0010767,              0.0010767,              0.0010767
                    251,                0.61167,                0.28499,                0.87837,                0.96841,                0.96367,                0.98229,                0.70562,                0.87301,                0.32015,                 1.1598,              0.0010753,              0.0010753,              0.0010753
                    252,                0.59543,                0.28307,                0.86729,                0.97269,                0.95097,                0.97941,                0.69813,                0.85662,                0.31004,                 1.1471,              0.0010739,              0.0010739,              0.0010739
                    253,                0.58712,                0.27707,                0.87783,                0.96904,                0.93796,                0.97756,                0.69576,                0.88335,                 0.3303,                 1.1521,              0.0010725,              0.0010725,              0.0010725
                    254,                0.62152,                 0.2828,                0.88813,                0.96973,                0.95571,                0.97994,                0.69597,                0.87426,                0.33315,                 1.1317,              0.0010711,              0.0010711,              0.0010711
                    255,                0.59689,                 0.2772,                0.86766,                0.94455,                0.96791,                0.97264,                0.68173,                0.88519,                0.32206,                 1.1308,              0.0010697,              0.0010697,              0.0010697
                    256,                0.56608,                0.26838,                0.87905,                0.96968,                0.95938,                0.97871,                0.69159,                0.87167,                0.31154,                 1.1144,              0.0010682,              0.0010682,              0.0010682
                    257,                0.60835,                0.28364,                0.87425,                0.97178,                0.95492,                0.97832,                0.68227,                0.86637,                0.32509,                 1.1125,              0.0010668,              0.0010668,              0.0010668
                    258,                0.59835,                0.27692,                0.87632,                0.96381,                0.96361,                0.98286,                0.69077,                0.87995,                0.33016,                 1.1356,              0.0010654,              0.0010654,              0.0010654
                    259,                0.60277,                0.27734,                0.88139,                0.96268,                 0.9602,                0.97873,                0.69094,                0.87584,                 0.3132,                 1.1374,               0.001064,               0.001064,               0.001064
                    260,                0.61139,                 0.2763,                0.88501,                0.93391,                0.97002,                0.97592,                0.69242,                 0.8662,                 0.3276,                 1.1229,              0.0010626,              0.0010626,              0.0010626
                    261,                0.58663,                 0.2725,                 0.8881,                 0.9745,                0.92062,                0.97781,                0.69498,                0.87132,                0.33525,                 1.1359,              0.0010612,              0.0010612,              0.0010612
                    262,                0.58165,                0.26668,                0.88155,                 0.9628,                0.95919,                0.98081,                0.68948,                 0.8657,                0.32043,                 1.1376,              0.0010598,              0.0010598,              0.0010598
                    263,                0.60043,                0.27416,                0.87657,                0.96131,                0.95382,                0.97967,                0.69255,                0.87586,                0.32883,                 1.1381,              0.0010583,              0.0010583,              0.0010583
                    264,                0.60701,                0.28139,                0.87341,                0.96461,                0.95575,                0.97888,                0.69771,                0.88134,                0.32364,                 1.1446,              0.0010569,              0.0010569,              0.0010569
                    265,                0.58487,                0.26786,                0.87581,                0.97149,                0.96791,                0.98284,                0.70236,                 0.8596,                0.30652,                 1.1292,              0.0010555,              0.0010555,              0.0010555
                    266,                0.57281,                0.26763,                0.87165,                0.97067,                0.94668,                0.97737,                0.69884,                0.84995,                0.30555,                 1.1235,              0.0010541,              0.0010541,              0.0010541
                    267,                 0.5866,                 0.2735,                0.87402,                0.96087,                0.95997,                0.98081,                0.69729,                0.84344,                0.30769,                 1.1234,              0.0010527,              0.0010527,              0.0010527
                    268,                0.56143,                 0.2662,                0.87211,                0.97155,                0.95524,                0.97906,                0.69974,                0.86511,                 0.3074,                 1.1378,              0.0010513,              0.0010513,              0.0010513
                    269,                0.55429,                 0.2611,                0.86918,                0.96968,                0.94299,                0.97649,                0.70095,                0.85225,                0.30643,                 1.1299,              0.0010499,              0.0010499,              0.0010499
                    270,                0.57961,                0.27179,                0.86919,                0.94734,                0.95389,                0.97498,                 0.6877,                0.86665,                0.30527,                 1.1554,              0.0010484,              0.0010484,              0.0010484
                    271,                0.57753,                0.27341,                0.86259,                0.95522,                0.97169,                0.97994,                0.69808,                0.85344,                0.30773,                 1.1531,               0.001047,               0.001047,               0.001047
                    272,                0.57745,                0.26999,                0.87099,                0.96724,                0.95895,                0.98199,                0.69302,                0.87831,                0.31087,                 1.1638,              0.0010456,              0.0010456,              0.0010456
                    273,                0.57138,                0.26604,                 0.8777,                0.96747,                 0.9567,                0.97845,                0.69216,                0.88792,                0.31708,                  1.162,              0.0010442,              0.0010442,              0.0010442
                    274,                0.58887,                 0.2718,                0.87209,                 0.9727,                0.96435,                0.98054,                0.69817,                0.86708,                0.31943,                 1.1312,              0.0010428,              0.0010428,              0.0010428
                    275,                0.56124,                0.26299,                0.86746,                0.96941,                0.96815,                 0.9825,                0.69758,                0.86231,                0.30508,                 1.1311,              0.0010414,              0.0010414,              0.0010414
                    276,                0.59633,                0.27157,                0.87668,                0.96521,                0.95947,                0.98177,                0.69592,                 0.8555,                0.31163,                 1.1267,                0.00104,                0.00104,                0.00104
                    277,                0.55128,                0.25751,                0.86988,                0.95307,                0.96564,                0.97983,                0.69879,                0.84474,                0.29702,                 1.1148,              0.0010385,              0.0010385,              0.0010385
                    278,                 0.5813,                0.27028,                0.86946,                0.96547,                0.95418,                0.98093,                0.69645,                0.86232,                0.31127,                 1.1302,              0.0010371,              0.0010371,              0.0010371
                    279,                0.55713,                0.25962,                0.87352,                0.96536,                0.96391,                0.98114,                0.68913,                0.88179,                0.31435,                 1.1264,              0.0010357,              0.0010357,              0.0010357
                    280,                0.54471,                0.25606,                0.87229,                0.96598,                0.96515,                0.98089,                0.69755,                0.88828,                0.31594,                 1.1495,              0.0010343,              0.0010343,              0.0010343
                    281,                0.56774,                0.26687,                0.86879,                0.95694,                 0.9551,                0.98112,                0.68598,                0.89457,                0.31567,                  1.175,              0.0010329,              0.0010329,              0.0010329
                    282,                0.55601,                0.26376,                0.86665,                0.98107,                 0.9464,                0.98008,                0.68978,                0.89496,                0.31344,                 1.1669,              0.0010315,              0.0010315,              0.0010315
                    283,                0.55765,                0.26013,                 0.8781,                0.97303,                 0.9584,                0.98375,                0.69493,                0.86137,                 0.3082,                 1.1452,              0.0010301,              0.0010301,              0.0010301
                    284,                0.60035,                0.27671,                0.86774,                0.96281,                0.95862,                0.98201,                0.69719,                0.86477,                0.31622,                 1.1404,              0.0010286,              0.0010286,              0.0010286
                    285,                0.55682,                 0.2639,                0.86662,                0.97021,                0.97183,                 0.9815,                0.69546,                0.88273,                0.31239,                 1.1672,              0.0010272,              0.0010272,              0.0010272
                    286,                0.57971,                0.26997,                0.87162,                0.96757,                0.94996,                0.97901,                0.69973,                0.89053,                0.31584,                 1.1795,              0.0010258,              0.0010258,              0.0010258
                    287,                0.54877,                0.25949,                0.87233,                0.97356,                0.95311,                0.97901,                0.69533,                0.89016,                0.32069,                 1.1648,              0.0010244,              0.0010244,              0.0010244
                    288,                0.56598,                0.26387,                 0.8715,                0.95523,                0.95412,                0.97806,                0.70018,                 0.8781,                0.32788,                 1.1457,               0.001023,               0.001023,               0.001023
                    289,                0.55379,                0.26464,                0.86996,                0.95739,                 0.9395,                0.97864,                0.69508,                0.86883,                0.32043,                 1.1427,              0.0010216,              0.0010216,              0.0010216
                    290,                0.55517,                 0.2627,                0.87216,                0.96924,                0.94046,                0.97877,                0.69485,                0.85476,                0.31119,                 1.1238,              0.0010201,              0.0010201,              0.0010201
                    291,                0.56959,                0.26794,                  0.872,                0.96428,                0.94955,                0.97764,                0.69281,                0.84579,                0.29947,                 1.1221,              0.0010187,              0.0010187,              0.0010187
                    292,                0.54163,                0.26152,                0.86133,                0.96329,                0.95781,                0.98104,                0.68948,                0.85057,                0.31193,                 1.1274,              0.0010173,              0.0010173,              0.0010173
                    293,                 0.5668,                0.26431,                0.86896,                 0.9472,                0.93897,                0.97194,                0.68988,                0.86371,                0.31954,                   1.13,              0.0010159,              0.0010159,              0.0010159
                    294,                0.52589,                0.25102,                0.86808,                0.97168,                0.94064,                0.97966,                0.68695,                 0.8627,                0.30795,                 1.1243,              0.0010145,              0.0010145,              0.0010145
                    295,                0.57498,                0.26432,                0.86714,                0.95345,                0.96523,                0.97837,                0.69085,                0.86869,                0.30707,                 1.1395,              0.0010131,              0.0010131,              0.0010131
                    296,                0.55625,                0.25972,                0.86367,                0.96193,                 0.9714,                0.98097,                0.70006,                0.86536,                  0.311,                  1.123,              0.0010117,              0.0010117,              0.0010117
                    297,                0.54512,                0.25613,                0.85891,                0.95116,                0.93937,                0.97473,                0.69835,                0.86926,                0.30239,                 1.1373,              0.0010102,              0.0010102,              0.0010102
                    298,                0.56023,                0.26184,                0.86635,                0.96506,                0.93528,                0.97937,                0.69597,                0.86668,                0.30894,                 1.1317,              0.0010088,              0.0010088,              0.0010088
                    299,                0.56737,                0.26538,                0.87111,                0.96826,                0.93683,                0.97666,                0.69337,                0.88149,                0.32195,                 1.1505,              0.0010074,              0.0010074,              0.0010074
                    300,                0.54799,                0.25878,                0.86262,                0.97293,                0.95593,                0.98094,                0.69941,                 0.8709,                0.30958,                  1.155,               0.001006,               0.001006,               0.001006
                    301,                0.56636,                0.26384,                0.87357,                 0.9741,                0.96211,                0.98174,                0.69703,                0.84536,                0.30162,                 1.1318,              0.0010046,              0.0010046,              0.0010046
                    302,                0.51997,                0.24964,                0.86002,                0.96655,                0.95291,                0.97928,                0.69908,                0.85774,                0.30891,                 1.1332,              0.0010032,              0.0010032,              0.0010032
                    303,                0.55001,                0.25935,                0.87324,                0.96322,                0.93272,                0.97524,                0.68858,                0.86009,                0.31039,                 1.1396,              0.0010018,              0.0010018,              0.0010018
                    304,                0.54935,                0.26239,                0.86757,                0.95668,                0.94281,                0.97376,                0.68405,                0.84319,                0.29627,                 1.1112,              0.0010003,              0.0010003,              0.0010003
                    305,                0.54453,                0.25271,                0.86955,                0.95565,                0.94292,                0.97627,                0.67767,                0.84256,                0.29981,                 1.1128,             0.00099893,             0.00099893,             0.00099893
                    306,                0.55284,                0.26306,                0.86157,                0.95233,                0.94523,                0.97434,                0.68331,                0.83975,                0.29802,                 1.1188,             0.00099751,             0.00099751,             0.00099751
                    307,                 0.5515,                0.25893,                 0.8697,                0.95257,                0.94772,                0.97448,                0.69015,                0.83142,                0.30318,                 1.1233,              0.0009961,              0.0009961,              0.0009961
                    308,                0.54139,                0.25745,                0.85732,                0.96484,                0.94142,                 0.9783,                0.68692,                0.86582,                0.31525,                 1.1424,             0.00099468,             0.00099468,             0.00099468
                    309,                0.55528,                0.26099,                0.86725,                 0.9542,                 0.9453,                0.97108,                0.68794,                0.85498,                0.31512,                 1.1362,             0.00099327,             0.00099327,             0.00099327
                    310,                0.53871,                0.25243,                0.86216,                0.94924,                0.94814,                0.97548,                0.69012,                0.85488,                0.30175,                 1.1374,             0.00099185,             0.00099185,             0.00099185
                    311,                0.57483,                0.26938,                0.86666,                0.95631,                0.96044,                0.98144,                0.69265,                0.85697,                0.30594,                 1.1208,             0.00099044,             0.00099044,             0.00099044
                    312,                0.52779,                 0.2495,                  0.859,                0.94886,                0.96732,                0.98287,                0.69957,                0.84965,                0.29877,                 1.1254,             0.00098903,             0.00098903,             0.00098903
                    313,                0.53294,                0.25458,                0.87059,                0.96553,                0.94707,                0.98093,                 0.7024,                0.86776,                0.30098,                 1.1417,             0.00098761,             0.00098761,             0.00098761
                    314,                0.54268,                0.25731,                0.86045,                0.95766,                0.95645,                0.98102,                0.70196,                0.86904,                0.29962,                 1.1338,              0.0009862,              0.0009862,              0.0009862
                    315,                0.53778,                0.25955,                0.86816,                0.96032,                0.96107,                0.98043,                0.69049,                 0.8902,                0.31078,                 1.1509,             0.00098478,             0.00098478,             0.00098478
                    316,                 0.5177,                0.25117,                0.86183,                0.95884,                0.96955,                0.98181,                0.69071,                0.87605,                0.31076,                 1.1409,             0.00098337,             0.00098337,             0.00098337
                    317,                0.55942,                0.26205,                0.87069,                0.96178,                0.95295,                0.97925,                 0.6904,                0.86966,                0.32637,                 1.1507,             0.00098195,             0.00098195,             0.00098195
                    318,                0.52157,                 0.2516,                0.85631,                0.96726,                0.95259,                0.98033,                0.68804,                0.85294,                0.31475,                 1.1306,             0.00098054,             0.00098054,             0.00098054
