                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.80658,                0.38059,                0.97458,                0.91571,                0.92436,                0.94335,                0.62346,                0.95467,                0.50489,                  1.196,              0.0013738,              0.0013738,              0.0013738
                     41,                0.77509,                0.36591,                 0.9759,                0.94493,                0.89874,                0.95053,                0.63747,                0.95759,                0.39688,                 1.1724,              0.0013724,              0.0013724,              0.0013724
                     42,                0.75332,                0.36226,                0.95256,                0.90685,                0.92979,                0.95421,                0.64969,                0.89053,                0.39973,                 1.1255,               0.001371,               0.001371,               0.001371
                     43,                0.79659,                 0.3757,                0.99023,                0.90995,                0.92016,                0.95956,                0.64953,                0.90548,                0.39197,                 1.1257,              0.0013696,              0.0013696,              0.0013696
                     44,                0.77169,                0.36904,                0.97056,                 0.9037,                0.92423,                0.94767,                0.64319,                0.84524,                0.36898,                 1.0788,              0.0013682,              0.0013682,              0.0013682
                     45,                0.77613,                0.35906,                0.97311,                0.91431,                0.91175,                0.95658,                 0.6553,                0.88571,                0.37697,                 1.1082,              0.0013668,              0.0013668,              0.0013668
                     46,                0.78983,                 0.3581,                0.96446,                0.93751,                0.94889,                0.96816,                0.66135,                0.88484,                0.37788,                 1.1011,              0.0013653,              0.0013653,              0.0013653
                     47,                0.75997,                0.35728,                0.96191,                0.94754,                0.94074,                0.96456,                0.67105,                 0.8826,                0.40105,                 1.1068,              0.0013639,              0.0013639,              0.0013639
                     48,                 0.7517,                0.34917,                0.95764,                0.95558,                0.92885,                 0.9713,                0.65532,                0.90165,                0.38379,                 1.1391,              0.0013625,              0.0013625,              0.0013625
                     49,                0.74995,                0.34719,                0.95375,                0.93981,                0.93126,                0.96924,                0.65255,                0.87413,                0.39902,                 1.0808,              0.0013611,              0.0013611,              0.0013611
                     50,                0.75437,                 0.3433,                 0.9636,                0.84681,                0.87213,                0.92924,                0.62596,                0.87961,                0.63851,                 1.0897,              0.0013597,              0.0013597,              0.0013597
                     51,                0.78729,                0.36224,                0.96567,                0.90596,                0.90728,                0.94469,                0.61884,                0.92825,                0.42889,                  1.141,              0.0013583,              0.0013583,              0.0013583
                     52,                0.73713,                0.34689,                0.95382,                0.94745,                0.93775,                0.96875,                0.66768,                0.88634,                0.37882,                 1.1074,              0.0013568,              0.0013568,              0.0013568
                     53,                0.79224,                0.36034,                0.96177,                0.91169,                0.93416,                0.95511,                0.65946,                0.91554,                0.40846,                 1.1534,              0.0013554,              0.0013554,              0.0013554
                     54,                0.75539,                0.35553,                0.94526,                0.91827,                0.91742,                0.93075,                 0.6286,                0.88649,                0.48412,                 1.0967,               0.001354,               0.001354,               0.001354
                     55,                0.76735,                0.35878,                0.96118,                0.93208,                0.93996,                0.97077,                0.65642,                0.87058,                0.38905,                 1.1121,              0.0013526,              0.0013526,              0.0013526
                     56,                0.75753,                0.35285,                0.95715,                0.93057,                0.92042,                0.95734,                0.65137,                0.89854,                0.37358,                 1.1129,              0.0013512,              0.0013512,              0.0013512
                     57,                0.74768,                0.34581,                0.95661,                0.96029,                0.95767,                0.97563,                0.65063,                0.92706,                0.42673,                  1.136,              0.0013498,              0.0013498,              0.0013498
                     58,                0.74256,                0.34629,                 0.9555,                0.91124,                 0.9142,                0.95588,                0.63591,                0.90892,                0.40674,                 1.1184,              0.0013484,              0.0013484,              0.0013484
                     59,                0.75456,                0.35009,                0.94667,                0.91436,                0.94496,                0.97112,                0.67145,                0.90123,                0.41853,                 1.1091,              0.0013469,              0.0013469,              0.0013469
                     60,                0.72602,                0.34254,                0.93504,                0.92988,                0.95753,                 0.9714,                0.67401,                0.86013,                0.38924,                 1.0911,              0.0013455,              0.0013455,              0.0013455
                     61,                0.76198,                0.35193,                0.96334,                0.96248,                0.93756,                0.97306,                  0.685,                0.87288,                0.34728,                   1.11,              0.0013441,              0.0013441,              0.0013441
                     62,                 0.7374,                0.34803,                 0.9397,                0.92661,                0.93309,                0.95005,                0.64783,                0.86149,                0.37497,                 1.0858,              0.0013427,              0.0013427,              0.0013427
                     63,                0.71421,                0.33759,                0.94323,                0.93371,                0.94127,                0.95303,                0.66053,                0.86037,                0.40541,                 1.1061,              0.0013413,              0.0013413,              0.0013413
                     64,                 0.7662,                 0.3509,                0.94617,                0.93167,                0.93654,                0.95881,                0.66393,                0.86554,                0.37922,                 1.0881,              0.0013399,              0.0013399,              0.0013399
                     65,                0.77248,                0.35636,                0.96721,                0.92653,                0.95949,                0.96768,                0.66856,                0.86051,                 0.3498,                  1.099,              0.0013385,              0.0013385,              0.0013385
                     66,                0.71541,                0.33363,                0.93453,                0.95682,                0.91954,                0.96027,                0.65057,                0.92331,                0.37913,                 1.1575,               0.001337,               0.001337,               0.001337
                     67,                0.75177,                0.34333,                0.94907,                0.92196,                0.93825,                0.95971,                0.66195,                0.89971,                0.36827,                 1.1502,              0.0013356,              0.0013356,              0.0013356
                     68,                0.72341,                0.33162,                0.94171,                0.92891,                0.91659,                0.95713,                0.66384,                0.87314,                 0.3571,                 1.1133,              0.0013342,              0.0013342,              0.0013342
                     69,                0.77377,                0.34714,                0.94934,                0.94535,                0.92068,                0.96104,                0.64628,                0.87439,                0.37905,                  1.096,              0.0013328,              0.0013328,              0.0013328
                     70,                0.73171,                0.33927,                0.95164,                0.92682,                0.91432,                 0.9593,                0.66352,                0.86115,                0.36934,                 1.0855,              0.0013314,              0.0013314,              0.0013314
                     71,                0.76026,                0.33784,                0.95174,                0.91965,                0.93905,                 0.9643,                0.66828,                0.87163,                0.36533,                 1.0907,                0.00133,                0.00133,                0.00133
                     72,                0.74885,                0.33583,                0.94726,                0.91961,                0.94201,                 0.9667,                0.66444,                0.86468,                 0.3583,                 1.1014,              0.0013286,              0.0013286,              0.0013286
                     73,                0.71739,                0.33227,                0.94769,                0.93241,                0.92549,                0.95975,                0.67004,                0.84794,                 0.3619,                 1.0992,              0.0013271,              0.0013271,              0.0013271
                     74,                0.73615,                 0.3368,                0.94457,                0.92582,                0.96275,                0.96728,                0.67978,                0.80864,                 0.3769,                 1.0419,              0.0013257,              0.0013257,              0.0013257
                     75,                0.70835,                0.31858,                0.94106,                0.93953,                0.96356,                0.96805,                 0.6816,                0.81019,                0.33159,                 1.0717,              0.0013243,              0.0013243,              0.0013243
                     76,                0.74612,                0.33752,                0.95852,                0.94207,                0.95012,                 0.9639,                0.68198,                0.85586,                0.34177,                 1.1066,              0.0013229,              0.0013229,              0.0013229
                     77,                0.72795,                0.33305,                0.93736,                0.94119,                0.96118,                0.96647,                 0.6729,                 0.8722,                0.34615,                 1.0892,              0.0013215,              0.0013215,              0.0013215
                     78,                0.76559,                0.34782,                0.94702,                0.91253,                 0.9557,                0.95688,                0.64556,                0.89694,                0.39789,                 1.0952,              0.0013201,              0.0013201,              0.0013201
                     79,                0.74341,                 0.3381,                0.94966,                0.95965,                0.94493,                0.97941,                0.67035,                0.88336,                0.35629,                 1.1257,              0.0013187,              0.0013187,              0.0013187
                     80,                0.74943,                0.33613,                0.94793,                0.94225,                0.95153,                 0.9667,                0.66024,                0.90882,                0.37283,                 1.1343,              0.0013172,              0.0013172,              0.0013172
                     81,                 0.7409,                0.33289,                 0.9435,                 0.9205,                0.92929,                0.95972,                0.67466,                0.88722,                0.36792,                 1.1077,              0.0013158,              0.0013158,              0.0013158
                     82,                0.74167,                0.33539,                0.93436,                0.93882,                0.92776,                0.95093,                0.65536,                0.89038,                0.40406,                 1.1058,              0.0013144,              0.0013144,              0.0013144
                     83,                0.74076,                0.33241,                0.94445,                0.95767,                0.90181,                 0.9459,                0.65071,                0.87773,                 0.3756,                 1.1292,               0.001313,               0.001313,               0.001313
                     84,                0.71401,                  0.327,                0.93866,                0.94989,                 0.9535,                0.97773,                0.66064,                 0.8669,                0.36893,                 1.1071,              0.0013116,              0.0013116,              0.0013116
                     85,                0.71263,                0.32518,                 0.9294,                0.95484,                0.93122,                0.96876,                0.67557,                0.86174,                0.36466,                 1.1059,              0.0013102,              0.0013102,              0.0013102
                     86,                0.71787,                0.32614,                0.94026,                 0.9318,                0.91052,                0.96044,                0.67057,                0.86581,                0.33933,                 1.1067,              0.0013087,              0.0013087,              0.0013087
                     87,                0.72274,                0.32902,                 0.9315,                 0.9419,                0.93913,                0.97203,                0.67833,                0.88748,                 0.3511,                 1.1212,              0.0013073,              0.0013073,              0.0013073
                     88,                 0.6904,                0.31629,                0.94065,                0.95241,                0.94178,                0.96439,                0.66163,                0.90207,                0.34946,                 1.1307,              0.0013059,              0.0013059,              0.0013059
                     89,                0.73227,                0.33428,                0.94905,                0.94998,                0.93311,                0.96796,                0.67275,                0.88053,                0.33521,                 1.1192,              0.0013045,              0.0013045,              0.0013045
                     90,                0.69194,                0.31782,                0.93322,                 0.9426,                 0.9482,                0.97031,                0.67962,                0.87927,                0.33675,                 1.1278,              0.0013031,              0.0013031,              0.0013031
                     91,                 0.7001,                0.31333,                0.94358,                0.95316,                0.93827,                0.96877,                0.67661,                0.87905,                0.35192,                 1.1362,              0.0013017,              0.0013017,              0.0013017
                     92,                0.73652,                0.32811,                0.93657,                0.93245,                0.92723,                0.96929,                0.67328,                0.84121,                0.40428,                 1.0826,              0.0013003,              0.0013003,              0.0013003
                     93,                0.73035,                0.33063,                0.94694,                0.90735,                0.93954,                0.96703,                0.66525,                0.87521,                 0.3976,                 1.1072,              0.0012988,              0.0012988,              0.0012988
                     94,                0.70128,                0.31683,                 0.9357,                0.94146,                0.95142,                0.97599,                0.67124,                0.87503,                0.34022,                 1.1178,              0.0012974,              0.0012974,              0.0012974
                     95,                 0.7415,                0.33219,                0.93344,                0.94754,                0.94054,                0.97097,                0.66056,                0.85079,                0.33814,                 1.0983,               0.001296,               0.001296,               0.001296
                     96,                 0.7272,                 0.3276,                0.92704,                0.95095,                0.94917,                0.97137,                0.67133,                0.88165,                0.35134,                 1.1222,              0.0012946,              0.0012946,              0.0012946
                     97,                0.70005,                0.31749,                0.93299,                0.95647,                0.94623,                0.97317,                0.67644,                0.88054,                0.33853,                 1.1076,              0.0012932,              0.0012932,              0.0012932
                     98,                 0.7369,                0.32788,                0.93712,                 0.9135,                0.92028,                0.96741,                0.65508,                0.87773,                0.40571,                 1.1276,              0.0012918,              0.0012918,              0.0012918
                     99,                0.71484,                0.32601,                0.93478,                0.90008,                0.93821,                0.95981,                0.66831,                0.84535,                 0.3784,                 1.0937,              0.0012904,              0.0012904,              0.0012904
                    100,                 0.7095,                 0.3239,                 0.9374,                0.90865,                0.95627,                0.96414,                0.66808,                 0.8387,                0.32299,                 1.1055,              0.0012889,              0.0012889,              0.0012889
                    101,                0.67591,                0.30956,                0.92025,                 0.9186,                0.95377,                 0.9632,                0.65425,                0.83836,                0.35214,                 1.0872,              0.0012875,              0.0012875,              0.0012875
                    102,                0.69682,                0.32318,                0.92354,                  0.912,                0.94782,                0.95888,                0.65667,                0.85927,                  0.393,                 1.1065,              0.0012861,              0.0012861,              0.0012861
                    103,                 0.7017,                0.32101,                0.93285,                0.95333,                0.92118,                0.96165,                0.66504,                0.86656,                0.33951,                  1.103,              0.0012847,              0.0012847,              0.0012847
                    104,                0.74558,                0.33359,                0.93673,                0.95856,                0.94823,                  0.965,                 0.6796,                0.89289,                0.33529,                 1.1048,              0.0012833,              0.0012833,              0.0012833
                    105,                0.71453,                0.32046,                0.92529,                 0.9639,                0.95196,                0.97743,                0.68063,                0.87654,                0.36048,                 1.1102,              0.0012819,              0.0012819,              0.0012819
                    106,                0.70653,                0.31665,                0.92597,                0.94725,                0.96196,                0.97173,                0.68223,                0.86748,                0.33204,                 1.1052,              0.0012805,              0.0012805,              0.0012805
                    107,                0.70277,                 0.3157,                 0.9364,                0.95609,                0.93623,                0.96668,                0.67931,                0.86378,                 0.3367,                 1.1144,               0.001279,               0.001279,               0.001279
                    108,                0.67693,                0.30822,                0.91623,                0.96237,                0.95058,                0.97573,                 0.6835,                0.84471,                0.33595,                 1.0973,              0.0012776,              0.0012776,              0.0012776
                    109,                0.68579,                0.31338,                0.93282,                0.95413,                0.96443,                0.97681,                0.68423,                0.86299,                0.41196,                 1.1054,              0.0012762,              0.0012762,              0.0012762
                    110,                0.69037,                0.31312,                0.92257,                0.94861,                0.96788,                0.98022,                0.68983,                 0.8498,                0.34956,                 1.1088,              0.0012748,              0.0012748,              0.0012748
                    111,                0.72546,                0.32276,                0.92827,                0.94127,                0.96878,                0.98165,                0.68824,                 0.8289,                0.33586,                 1.0904,              0.0012734,              0.0012734,              0.0012734
                    112,                0.69709,                0.31255,                0.92221,                0.92593,                0.96313,                0.97767,                0.68443,                0.85992,                 0.3309,                  1.156,               0.001272,               0.001272,               0.001272
                    113,                0.73622,                0.32762,                0.93607,                0.95838,                0.95541,                0.97737,                0.67963,                0.88659,                0.33587,                 1.1979,              0.0012706,              0.0012706,              0.0012706
                    114,                0.69259,                0.31226,                 0.9325,                 0.9471,                0.97133,                0.97724,                0.67283,                0.87223,                0.32905,                  1.145,              0.0012691,              0.0012691,              0.0012691
                    115,                0.71245,                 0.3155,                0.91496,                0.95286,                0.96724,                0.97579,                0.67294,                0.85567,                0.33255,                 1.1084,              0.0012677,              0.0012677,              0.0012677
                    116,                0.66815,                0.30184,                0.92192,                0.95892,                0.97925,                0.98069,                0.67129,                 0.8467,                0.35234,                  1.121,              0.0012663,              0.0012663,              0.0012663
                    117,                0.69433,                0.31481,                0.91562,                0.97921,                0.96186,                 0.9789,                0.68339,                 0.8519,                0.32756,                 1.1191,              0.0012649,              0.0012649,              0.0012649
                    118,                 0.6944,                0.31288,                0.91792,                0.94924,                0.94115,                0.96595,                0.67397,                0.86486,                0.33096,                 1.1264,              0.0012635,              0.0012635,              0.0012635
                    119,                0.68624,                0.30404,                0.92127,                0.94594,                 0.9584,                0.96858,                0.67504,                0.87751,                0.36049,                 1.1176,              0.0012621,              0.0012621,              0.0012621
                    120,                0.68665,                0.30632,                0.92669,                0.95694,                0.94741,                0.97628,                0.67456,                0.89268,                0.32687,                 1.1492,              0.0012606,              0.0012606,              0.0012606
                    121,                0.70237,                0.31159,                0.92036,                0.96301,                0.94064,                0.97288,                0.67143,                 0.8771,                 0.3296,                 1.1579,              0.0012592,              0.0012592,              0.0012592
                    122,                0.71006,                 0.3124,                0.92133,                0.95952,                0.96659,                0.98142,                 0.6785,                0.88503,                0.32492,                 1.1451,              0.0012578,              0.0012578,              0.0012578
                    123,                0.71105,                0.31786,                   0.93,                0.95345,                0.93352,                0.96965,                0.67753,                0.89717,                0.34677,                  1.153,              0.0012564,              0.0012564,              0.0012564
                    124,                0.70658,                0.31916,                0.93805,                0.93153,                0.90563,                0.94982,                0.66178,                0.86722,                0.70686,                 1.1051,               0.001255,               0.001255,               0.001255
                    125,                0.68409,                0.30797,                0.91377,                0.95503,                0.93094,                0.97231,                0.68369,                0.88942,                0.32601,                 1.1267,              0.0012536,              0.0012536,              0.0012536
                    126,                0.69925,                0.31787,                0.91901,                0.95191,                0.95733,                0.97793,                 0.6809,                0.89562,                0.33209,                 1.1714,              0.0012522,              0.0012522,              0.0012522
                    127,                0.67646,                0.30666,                 0.9175,                 0.9537,                 0.9584,                0.97608,                0.67791,                0.93047,                0.33369,                  1.188,              0.0012507,              0.0012507,              0.0012507
                    128,                0.67051,                0.30192,                0.93152,                0.95773,                0.94508,                0.96947,                0.68048,                0.92019,                0.34223,                 1.1664,              0.0012493,              0.0012493,              0.0012493
                    129,                0.69948,                0.31571,                0.93101,                0.96122,                0.93925,                0.97815,                0.67561,                0.91018,                0.33858,                 1.1269,              0.0012479,              0.0012479,              0.0012479
                    130,                0.69342,                 0.3126,                0.93082,                0.94306,                0.94421,                0.97005,                0.67524,                0.86704,                0.33535,                 1.1004,              0.0012465,              0.0012465,              0.0012465
                    131,                0.70414,                0.31773,                0.91959,                0.94465,                0.93754,                0.96679,                0.66317,                 0.8909,                0.38436,                 1.1542,              0.0012451,              0.0012451,              0.0012451
                    132,                0.67206,                0.31118,                0.93682,                0.95684,                0.93604,                0.97464,                0.66402,                0.89163,                0.35114,                 1.1511,              0.0012437,              0.0012437,              0.0012437
                    133,                0.67585,                0.30496,                0.91497,                 0.9392,                 0.9738,                0.97951,                0.66228,                0.90508,                0.34354,                 1.1564,              0.0012423,              0.0012423,              0.0012423
                    134,                0.63117,                0.29544,                0.89795,                0.91915,                0.93522,                0.96758,                0.66737,                0.86379,                0.34216,                 1.1212,              0.0012408,              0.0012408,              0.0012408
                    135,                0.64791,                 0.2973,                0.91042,                0.92805,                0.91751,                0.96453,                0.66366,                0.90108,                0.34126,                 1.1623,              0.0012394,              0.0012394,              0.0012394
                    136,                0.70092,                0.31564,                0.91781,                 0.9394,                0.93813,                 0.9707,                0.67598,                0.88794,                0.32134,                 1.1398,               0.001238,               0.001238,               0.001238
                    137,                0.69155,                0.31255,                 0.9135,                0.93475,                0.93066,                0.96551,                0.67336,                0.85802,                0.32954,                 1.1427,              0.0012366,              0.0012366,              0.0012366
                    138,                0.64597,                0.29995,                0.90399,                0.92733,                0.93114,                0.96163,                0.68057,                0.88787,                0.35552,                 1.1425,              0.0012352,              0.0012352,              0.0012352
                    139,                0.67381,                0.30598,                0.91695,                0.91358,                 0.9106,                 0.9506,                0.66681,                0.87044,                0.43295,                 1.1294,              0.0012338,              0.0012338,              0.0012338
                    140,                0.70783,                0.32359,                0.92481,                0.95654,                0.92279,                0.97108,                0.67701,                0.83946,                0.36104,                 1.1121,              0.0012324,              0.0012324,              0.0012324
                    141,                0.67466,                0.31515,                0.91467,                0.94972,                0.94467,                0.97277,                0.68415,                 0.8292,                0.32714,                 1.0941,              0.0012309,              0.0012309,              0.0012309
                    142,                0.66561,                0.30307,                0.90631,                 0.9534,                0.94039,                0.96882,                0.67259,                0.83589,                0.33798,                 1.0797,              0.0012295,              0.0012295,              0.0012295
                    143,                0.66595,                0.30454,                0.91119,                0.96465,                0.92941,                0.96551,                0.66788,                0.88554,                 0.3532,                 1.1368,              0.0012281,              0.0012281,              0.0012281
                    144,                0.66183,                0.30016,                0.91654,                0.96281,                0.94666,                0.96977,                 0.6882,                0.86887,                0.33416,                 1.1208,              0.0012267,              0.0012267,              0.0012267
                    145,                0.64555,                0.30127,                 0.9169,                0.95359,                0.94072,                0.97412,                0.69413,                0.87545,                0.34293,                 1.1105,              0.0012253,              0.0012253,              0.0012253
                    146,                0.67123,                0.30929,                0.93185,                0.94389,                 0.9504,                0.97791,                0.69454,                0.85579,                 0.3281,                 1.1196,              0.0012239,              0.0012239,              0.0012239
                    147,                0.64951,                0.29361,                0.91003,                  0.971,                0.93769,                0.98276,                0.68237,                0.87382,                0.34105,                 1.1751,              0.0012225,              0.0012225,              0.0012225
                    148,                0.64527,                0.29557,                0.90592,                 0.9636,                0.93676,                0.97751,                0.68511,                0.86459,                0.39793,                 1.1249,               0.001221,               0.001221,               0.001221
                    149,                0.63233,                 0.2908,                0.91795,                0.96345,                0.93117,                0.97428,                0.68022,                0.88789,                0.35051,                 1.1489,              0.0012196,              0.0012196,              0.0012196
                    150,                 0.6764,                0.31214,                 0.9146,                0.96007,                0.95233,                0.97801,                0.69079,                0.83541,                0.32774,                 1.0998,              0.0012182,              0.0012182,              0.0012182
                    151,                0.64322,                0.29435,                0.91628,                 0.9193,                0.95733,                0.97124,                0.67294,                0.84347,                0.36352,                 1.0972,              0.0012168,              0.0012168,              0.0012168
                    152,                0.64268,                 0.2937,                 0.8987,                0.94043,                 0.9482,                0.97502,                0.68262,                0.85884,                0.35996,                 1.1168,              0.0012154,              0.0012154,              0.0012154
                    153,                0.66658,                0.30448,                0.91093,                0.94521,                0.94689,                 0.9748,                0.67078,                0.86243,                0.32765,                 1.1128,               0.001214,               0.001214,               0.001214
                    154,                0.66137,                0.30258,                0.90243,                0.94486,                 0.9493,                0.97118,                0.68164,                0.87634,                 0.3458,                 1.1464,              0.0012125,              0.0012125,              0.0012125
                    155,                0.65278,                0.29873,                0.90928,                0.94552,                0.96865,                0.97942,                   0.69,                0.87244,                0.34794,                 1.1309,              0.0012111,              0.0012111,              0.0012111
                    156,                0.62714,                0.29073,                0.90139,                0.94917,                0.91618,                0.96792,                0.67803,                0.87948,                0.34451,                 1.1438,              0.0012097,              0.0012097,              0.0012097
                    157,                0.66731,                0.30555,                0.90745,                0.95067,                0.94663,                0.97614,                 0.6879,                0.87938,                0.32812,                 1.1588,              0.0012083,              0.0012083,              0.0012083
                    158,                0.63973,                0.29828,                0.90253,                0.96281,                0.94409,                0.97945,                0.68005,                0.86433,                0.33358,                 1.1323,              0.0012069,              0.0012069,              0.0012069
