                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.55476,                0.56535,                0.90097,                0.67648,                0.33333,                0.42561,                0.36616,                0.86064,                 6.5282,                  1.151,             0.00062005,             0.00062005,             0.00062005
                     16,                0.55347,                  0.582,                 0.9299,                0.27015,                0.36111,                0.12703,                0.08424,                 2.0035,                 94.298,                 2.7696,             0.00066166,             0.00066166,             0.00066166
                     17,                0.56256,                0.51718,                 0.9069,                0.01275,                0.24444,                 0.0024,                0.00163,                 2.1093,                    inf,                 7.5131,             0.00070318,             0.00070318,             0.00070318
                     18,                0.55695,                0.50638,                0.89625,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00074462,             0.00074462,             0.00074462
                     19,                0.60531,                0.65664,                0.92303,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00078598,             0.00078598,             0.00078598
                     20,                0.58481,                0.54519,                0.91185,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00082725,             0.00082725,             0.00082725
                     21,                0.57319,                0.53407,                0.89162,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00086844,             0.00086844,             0.00086844
                     22,                0.59492,                0.50603,                0.89388,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00090954,             0.00090954,             0.00090954
                     23,                0.60108,                0.48816,                0.89128,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00095056,             0.00095056,             0.00095056
                     24,                0.59351,                0.46816,                0.90562,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,             0.00099149,             0.00099149,             0.00099149
                     25,                0.57247,                0.50673,                0.90885,                0.01275,                0.24444,                 0.0024,                0.00163,                    nan,                    nan,                    nan,              0.0010323,              0.0010323,              0.0010323
                     26,                 0.6035,                0.53665,                0.90797,                0.01275,                0.24444,                 0.0024,                0.00163,                 5.3023,                    inf,                 60.399,              0.0010731,              0.0010731,              0.0010731
                     27,                0.59566,                0.51563,                0.90661,                0.88889,                0.06667,                0.07707,                0.06079,                 2.4228,                 5.7629,                 3.1623,              0.0011138,              0.0011138,              0.0011138
                     28,                0.60442,                0.53666,                0.94662,                0.37696,                0.13333,                0.09968,                0.08286,                 2.4207,                    inf,                 4.6085,              0.0011544,              0.0011544,              0.0011544
                     29,                0.60082,                0.52159,                0.91264,                0.32223,                0.13333,                0.05348,                0.04274,                 3.1326,                    inf,                 16.009,              0.0011949,              0.0011949,              0.0011949
                     30,                 0.6013,                  0.554,                0.93725,                0.32223,                0.13333,                0.05348,                0.04274,                 3.6823,                    inf,                  30.51,              0.0012353,              0.0012353,              0.0012353
                     31,                0.59315,                0.50655,                0.90703,                0.32223,                0.13333,                0.05348,                0.04274,                 3.7513,                    inf,                 132.38,              0.0012756,              0.0012756,              0.0012756
                     32,                0.62513,                0.61503,                0.92717,                  6e-05,                0.02778,                  5e-05,                  2e-05,                 3.7898,                    inf,                 21.656,              0.0013159,              0.0013159,              0.0013159
                     33,                 0.5612,                0.45416,                 0.8974,                0.00035,                0.22222,                0.00034,                0.00011,                 3.8278,                    inf,                 20.722,              0.0013561,              0.0013561,              0.0013561
                     34,                0.59088,                0.50909,                0.89694,                0.03726,                    0.2,                0.02106,                0.01673,                 3.8337,                    inf,                 14.688,              0.0013823,              0.0013823,              0.0013823
                     35,                0.63263,                0.50086,                0.91288,                0.03726,                    0.2,                0.02106,                0.01673,                 6.0395,                    inf,                  153.4,              0.0013823,              0.0013823,              0.0013823
                     36,                 0.6207,                0.54986,                0.94657,                0.03726,                    0.2,                0.02106,                0.01673,                 5.6119,                 1083.2,                 41.782,              0.0013809,              0.0013809,              0.0013809
                     37,                0.60294,                0.44644,                0.91028,                0.00138,                0.03333,                0.01646,                0.01646,                 4.7822,                 87.927,                 19.316,              0.0013795,              0.0013795,              0.0013795
                     38,                0.60786,                0.49965,                0.92332,                0.15413,                0.06111,                0.03262,                0.02929,                 3.5097,                 31.528,                  5.195,              0.0013781,              0.0013781,              0.0013781
                     39,                0.61581,                 0.5248,                0.90889,                0.23094,                0.12778,                0.07839,                0.05895,                 2.8714,                 8.6625,                 3.9931,              0.0013767,              0.0013767,              0.0013767
                     40,                0.61898,                0.47981,                0.90542,                 0.2976,                0.38333,                0.28985,                0.22429,                 1.5459,                 146.55,                 3.6947,              0.0013752,              0.0013752,              0.0013752
                     41,                0.60309,                0.49902,                0.92926,                0.33494,                0.29568,                0.29957,                 0.2406,                 1.8701,                 31.765,                 2.4767,              0.0013738,              0.0013738,              0.0013738
                     42,                0.57328,                0.43961,                0.88546,                0.02049,                0.26667,                0.00989,                0.00711,                  2.458,                  221.8,                 4.3998,              0.0013724,              0.0013724,              0.0013724
                     43,                0.59578,                0.48447,                  0.915,                0.09664,                0.36111,                0.02088,                0.01298,                 1.6834,                 278.84,                  2.897,               0.001371,               0.001371,               0.001371
                     44,                0.57345,                0.45503,                0.91897,                0.01739,                0.16667,                0.01012,                0.00598,                  2.131,                  47.29,                 2.6655,              0.0013696,              0.0013696,              0.0013696
                     45,                0.57932,                0.44433,                0.90896,                0.28615,                0.26111,                0.04899,                0.03841,                 1.6588,                  20.92,                 2.0777,              0.0013682,              0.0013682,              0.0013682
                     46,                0.60994,                0.45181,                0.91981,                0.02724,                0.23333,                0.03261,                0.02237,                 1.4083,                 206.41,                 2.7509,              0.0013668,              0.0013668,              0.0013668
                     47,                0.57661,                 0.4421,                0.93591,                 0.2526,                0.28889,                0.23169,                0.19562,                 1.2406,                 55.681,                 2.2972,              0.0013653,              0.0013653,              0.0013653
                     48,                0.56728,                 0.4495,                0.90483,                0.35118,                0.38333,                0.27397,                0.21206,                0.91523,                 46.303,                 3.3209,              0.0013639,              0.0013639,              0.0013639
                     49,                0.57948,                0.44814,                0.91548,                0.49541,                0.54744,                0.48265,                0.40679,                0.82567,                  10.45,                 1.3206,              0.0013625,              0.0013625,              0.0013625
                     50,                0.58845,                0.43715,                0.93158,                0.84392,                   0.55,                 0.6257,                0.47385,                0.94176,                 2.7306,                 1.3394,              0.0013611,              0.0013611,              0.0013611
                     51,                0.58618,                0.44553,                0.90969,                0.85619,                 0.8046,                0.87068,                 0.7289,                0.73883,                 3.1351,                 1.1168,              0.0013597,              0.0013597,              0.0013597
                     52,                0.55363,                0.42899,                0.89827,                0.77465,                0.71665,                0.81782,                 0.6829,                0.72766,                 5.4589,                 1.0716,              0.0013583,              0.0013583,              0.0013583
                     53,                0.55123,                0.41235,                0.90905,                0.67951,                0.85785,                0.90386,                0.77444,                0.67045,                 5.2289,                 1.0449,              0.0013568,              0.0013568,              0.0013568
                     54,                0.59386,                0.44661,                0.93014,                0.85566,                      1,                  0.995,                0.85854,                0.66681,                 1.8417,                  1.067,              0.0013554,              0.0013554,              0.0013554
                     55,                0.57246,                0.42534,                0.91117,                0.92521,                0.99075,                  0.995,                0.87559,                0.59393,                  1.742,                0.99935,               0.001354,               0.001354,               0.001354
                     56,                0.57571,                0.41676,                0.90428,                0.87681,                0.72284,                0.94116,                0.82297,                0.61197,                 1.8779,                 1.0145,              0.0013526,              0.0013526,              0.0013526
                     57,                0.56662,                0.42226,                0.90062,                0.83226,                0.59786,                0.71873,                0.61517,                0.62788,                  2.624,                 1.0459,              0.0013512,              0.0013512,              0.0013512
                     58,                0.55974,                0.43505,                 0.8967,                0.78834,                0.72618,                0.75237,                0.62383,                0.65107,                 2.0404,                 1.0236,              0.0013498,              0.0013498,              0.0013498
                     59,                0.54245,                0.40227,                0.87083,                0.73182,                0.66976,                0.65037,                0.56507,                0.56443,                 3.7907,                0.98098,              0.0013484,              0.0013484,              0.0013484
                     60,                0.55683,                0.40349,                0.90727,                0.75318,                0.95128,                  0.995,                0.88584,                0.55706,                 1.4031,                0.96984,              0.0013469,              0.0013469,              0.0013469
                     61,                0.55096,                0.40707,                 0.9044,                0.94336,                0.97222,                0.98967,                0.89476,                0.48706,                0.67096,                0.92255,              0.0013455,              0.0013455,              0.0013455
                     62,                0.54428,                0.39113,                0.88565,                0.92445,                0.91159,                0.98594,                0.89584,                0.50554,                0.55333,                0.91009,              0.0013441,              0.0013441,              0.0013441
                     63,                0.56124,                0.41862,                0.87389,                0.94598,                0.97222,                0.96819,                0.86684,                0.53423,                0.58846,                0.93092,              0.0013427,              0.0013427,              0.0013427
                     64,                0.56389,                0.44865,                0.88346,                0.96821,                0.97222,                0.99295,                0.88892,                0.54904,                0.52716,                0.94947,              0.0013413,              0.0013413,              0.0013413
                     65,                0.54449,                 0.4076,                0.88852,                0.98233,                      1,                  0.995,                0.89446,                 0.5257,                0.63989,                0.95229,              0.0013399,              0.0013399,              0.0013399
                     66,                0.52592,                0.37504,                 0.8731,                0.87618,                      1,                0.98428,                 0.8985,                0.54172,                 1.1496,                0.96278,              0.0013385,              0.0013385,              0.0013385
                     67,                 0.5471,                0.40224,                0.88879,                0.94508,                0.96667,                0.98944,                0.88954,                0.53485,                0.97745,                0.94591,               0.001337,               0.001337,               0.001337
                     68,                0.54939,                0.42123,                0.88104,                0.92673,                0.96353,                0.98611,                0.89221,                0.50232,                0.77994,                0.91538,              0.0013356,              0.0013356,              0.0013356
                     69,                   0.54,                0.38048,                0.87755,                0.93183,                0.98854,                 0.9909,                0.90718,                0.49418,                 1.2712,                0.90888,              0.0013342,              0.0013342,              0.0013342
                     70,                0.49071,                0.35559,                0.86137,                0.93021,                0.97793,                0.99295,                0.86494,                0.56838,                 1.4557,                0.94521,              0.0013328,              0.0013328,              0.0013328
                     71,                 0.5295,                0.39351,                0.87448,                0.90804,                0.96667,                0.98526,                0.87576,                0.53526,                 1.3038,                0.92417,              0.0013314,              0.0013314,              0.0013314
                     72,                0.52611,                0.37524,                0.86645,                 0.9129,                0.96476,                0.98465,                0.87099,                0.53294,                 0.6029,                0.92725,                0.00133,                0.00133,                0.00133
                     73,                0.50931,                 0.3626,                0.87227,                0.90936,                0.99375,                0.98202,                0.87402,                0.50952,                0.64563,                0.91825,              0.0013286,              0.0013286,              0.0013286
                     74,                0.55724,                0.39411,                0.88723,                0.94551,                0.95372,                0.97005,                0.85925,                0.51127,                0.61133,                0.91422,              0.0013271,              0.0013271,              0.0013271
                     75,                0.50184,                0.36052,                0.88652,                0.90771,                0.97222,                0.96713,                0.86713,                0.49936,                 1.0989,                0.91414,              0.0013257,              0.0013257,              0.0013257
                     76,                0.46428,                0.33291,                0.86889,                0.86282,                0.97222,                0.94741,                0.84637,                0.54737,                0.90491,                0.96508,              0.0013243,              0.0013243,              0.0013243
                     77,                0.51328,                0.37524,                0.91425,                0.92876,                0.97222,                0.98611,                0.87625,                0.51442,                0.82166,                0.93807,              0.0013229,              0.0013229,              0.0013229
                     78,                0.53195,                0.35169,                0.88159,                0.93928,                0.86853,                0.95472,                0.86451,                0.49448,                0.72731,                0.92523,              0.0013215,              0.0013215,              0.0013215
                     79,                0.46287,                0.33572,                0.86917,                0.89216,                0.85353,                0.96494,                0.83657,                0.49756,                0.68376,                0.91692,              0.0013201,              0.0013201,              0.0013201
                     80,                0.48631,                0.35058,                0.87284,                0.62639,                0.85111,                0.89586,                0.80311,                0.49028,                0.91542,                0.90377,              0.0013187,              0.0013187,              0.0013187
                     81,                0.50228,                0.35941,                0.87998,                0.92876,                0.94226,                  0.995,                0.89853,                0.50192,                0.51509,                0.92897,              0.0013172,              0.0013172,              0.0013172
                     82,                0.48742,                0.35435,                0.85786,                0.90791,                0.94107,                0.99197,                0.88542,                0.51842,                0.57419,                0.95045,              0.0013158,              0.0013158,              0.0013158
                     83,                0.47753,                0.36372,                0.86438,                0.93288,                0.96667,                0.98992,                0.89725,                0.47457,                0.60434,                 0.9149,              0.0013144,              0.0013144,              0.0013144
                     84,                0.48737,                0.36336,                0.86175,                 0.9464,                      1,                  0.995,                0.90108,                0.49246,                0.47181,                0.91609,               0.001313,               0.001313,               0.001313
                     85,                0.48773,                 0.3512,                0.87844,                0.92644,                      1,                0.99295,                0.91603,                0.45495,                 0.6144,                0.90998,              0.0013116,              0.0013116,              0.0013116
                     86,                  0.471,                0.34541,                0.87373,                0.98173,                      1,                  0.995,                0.88714,                0.52409,                0.51386,                0.94285,              0.0013102,              0.0013102,              0.0013102
                     87,                 0.4822,                0.35791,                0.86537,                0.97449,                      1,                  0.995,                 0.8866,                0.53272,                0.40253,                0.94428,              0.0013087,              0.0013087,              0.0013087
                     88,                0.45941,                0.33181,                0.85942,                0.95247,                      1,                0.99295,                0.90933,                0.48114,                0.43956,                0.89761,              0.0013073,              0.0013073,              0.0013073
                     89,                0.48932,                0.34945,                 0.8728,                0.95391,                      1,                0.99295,                 0.8944,                0.49408,                 0.5269,                 0.9156,              0.0013059,              0.0013059,              0.0013059
                     90,                0.50362,                0.37236,                0.88891,                0.95856,                0.98817,                  0.995,                0.90565,                0.45459,                0.58877,                0.89941,              0.0013045,              0.0013045,              0.0013045
                     91,                0.47639,                0.34012,                0.87926,                0.93694,                0.97819,                0.99197,                0.91234,                0.45222,                0.56815,                0.89665,              0.0013031,              0.0013031,              0.0013031
                     92,                0.47976,                0.33355,                 0.8516,                0.92337,                      1,                0.99197,                0.89741,                 0.4762,                0.59763,                0.90701,              0.0013017,              0.0013017,              0.0013017
                     93,                0.47236,                0.36699,                0.86196,                0.92824,                0.98156,                0.98897,                0.88633,                0.48275,                0.56245,                0.91217,              0.0013003,              0.0013003,              0.0013003
                     94,                0.49193,                0.34861,                0.87202,                 0.9225,                0.98374,                0.98647,                0.89955,                 0.4614,                0.45277,                0.91446,              0.0012988,              0.0012988,              0.0012988
                     95,                0.50041,                0.37139,                0.89219,                0.96121,                 0.9956,                  0.995,                0.92207,                0.44334,                0.36264,                0.89759,              0.0012974,              0.0012974,              0.0012974
                     96,                0.44437,                0.32469,                0.85895,                0.96649,                      1,                  0.995,                0.90864,                0.48728,                0.36896,                0.90985,               0.001296,               0.001296,               0.001296
                     97,                0.43249,                0.32088,                 0.8685,                0.96495,                      1,                  0.995,                0.91006,                0.45386,                0.42597,                0.89951,              0.0012946,              0.0012946,              0.0012946
                     98,                 0.5053,                0.35981,                0.87561,                0.97929,                      1,                  0.995,                0.91505,                0.50152,                0.35901,                0.91322,              0.0012932,              0.0012932,              0.0012932
                     99,                0.48116,                0.34233,                0.86846,                0.99278,                      1,                  0.995,                0.91885,                0.46311,                0.35823,                0.90286,              0.0012918,              0.0012918,              0.0012918
                    100,                 0.4682,                0.32682,                0.87348,                0.98013,                      1,                  0.995,                0.90174,                0.48831,                0.36845,                0.90843,              0.0012904,              0.0012904,              0.0012904
                    101,                0.47191,                0.33943,                0.86399,                0.98612,                      1,                  0.995,                 0.9293,                0.45465,                0.31454,                0.91004,              0.0012889,              0.0012889,              0.0012889
                    102,                0.46588,                 0.3193,                0.86135,                0.98147,                      1,                  0.995,                0.89951,                 0.5151,                0.37943,                0.92365,              0.0012875,              0.0012875,              0.0012875
                    103,                0.49218,                0.34065,                0.86392,                 0.9843,                      1,                  0.995,                0.89387,                0.51783,                0.35733,                0.92331,              0.0012861,              0.0012861,              0.0012861
                    104,                0.47397,                0.33477,                0.86451,                 0.9348,                      1,                  0.995,                0.91287,                0.43512,                0.38503,                0.89027,              0.0012847,              0.0012847,              0.0012847
                    105,                0.45744,                0.32428,                 0.8691,                0.92797,                      1,                0.98944,                0.89213,                0.45583,                0.42299,                0.90195,              0.0012833,              0.0012833,              0.0012833
                    106,                0.44351,                0.30068,                0.87105,                0.96206,                0.96667,                0.96688,                0.87792,                0.46688,                0.38704,                0.91601,              0.0012819,              0.0012819,              0.0012819
                    107,                0.46276,                0.33062,                0.86018,                0.98803,                0.98875,                  0.995,                0.90345,                0.45466,                0.32773,                0.90734,              0.0012805,              0.0012805,              0.0012805
                    108,                0.47034,                0.32048,                0.88749,                0.98386,                      1,                  0.995,                0.89359,                0.46051,                0.30551,                 0.8975,               0.001279,               0.001279,               0.001279
                    109,                0.48213,                0.33346,                0.87927,                0.98414,                      1,                  0.995,                0.89405,                0.47146,                  0.302,                0.91977,              0.0012776,              0.0012776,              0.0012776
                    110,                0.47017,                0.35119,                0.87303,                0.97673,                0.99008,                  0.995,                0.91943,                0.45615,                0.28436,                0.90241,              0.0012762,              0.0012762,              0.0012762
                    111,                0.45878,                0.33417,                0.89273,                0.98825,                      1,                  0.995,                0.90327,                0.47957,                0.30944,                0.90152,              0.0012748,              0.0012748,              0.0012748
                    112,                0.45957,                0.31354,                0.86154,                0.97813,                      1,                  0.995,                0.90496,                0.44359,                 0.3366,                0.90284,              0.0012734,              0.0012734,              0.0012734
                    113,                 0.4496,                0.33003,                0.85933,                0.95989,                      1,                  0.995,                0.89418,                0.47977,                0.34075,                0.90553,               0.001272,               0.001272,               0.001272
                    114,                0.44104,                0.33166,                0.86266,                0.97738,                      1,                  0.995,                 0.9179,                0.43558,                0.33505,                0.88326,              0.0012706,              0.0012706,              0.0012706
                    115,                0.45155,                0.31957,                0.86971,                0.95965,                      1,                  0.995,                0.92079,                0.48138,                 0.4168,                0.91616,              0.0012691,              0.0012691,              0.0012691
                    116,                0.45759,                0.33551,                0.84477,                0.96337,                      1,                  0.995,                0.91127,                0.50106,                 0.4585,                0.93419,              0.0012677,              0.0012677,              0.0012677
                    117,                0.46514,                0.31138,                0.88072,                0.95115,                      1,                  0.995,                0.91682,                0.45725,                0.42843,                0.90189,              0.0012663,              0.0012663,              0.0012663
                    118,                0.45925,                0.31039,                0.85694,                0.91552,                      1,                  0.995,                0.90746,                0.45787,                0.45898,                0.89737,              0.0012649,              0.0012649,              0.0012649
                    119,                0.42325,                0.30818,                0.86498,                0.96638,                      1,                  0.995,                0.91642,                 0.4596,                0.35613,                0.90675,              0.0012635,              0.0012635,              0.0012635
                    120,                0.45325,                0.33087,                0.86845,                0.98388,                      1,                  0.995,                0.90261,                0.44688,                0.31016,                0.89968,              0.0012621,              0.0012621,              0.0012621
                    121,                0.44249,                0.31667,                0.86867,                0.96579,                      1,                  0.995,                0.88759,                0.48535,                0.30926,                0.91518,              0.0012606,              0.0012606,              0.0012606
                    122,                0.48279,                0.31659,                0.88341,                0.95416,                      1,                0.99197,                0.91909,                 0.4356,                0.28197,                0.89068,              0.0012592,              0.0012592,              0.0012592
                    123,                0.45427,                 0.3159,                0.87431,                0.94465,                0.99726,                0.98894,                0.91986,                0.44656,                0.28391,                0.89694,              0.0012578,              0.0012578,              0.0012578
                    124,                0.41854,                0.29719,                0.85586,                0.98724,                0.96667,                0.99197,                0.92785,                0.43134,                 0.2609,                0.89902,              0.0012564,              0.0012564,              0.0012564
                    125,                0.43052,                0.30448,                0.86682,                0.99176,                      1,                  0.995,                0.91394,                0.45919,                0.28808,                0.90125,               0.001255,               0.001255,               0.001255
                    126,                0.43179,                 0.3166,                0.86094,                0.98509,                0.99795,                  0.995,                0.92153,                0.41333,                   0.27,                 0.8873,              0.0012536,              0.0012536,              0.0012536
                    127,                0.42946,                0.31582,                0.85588,                0.97462,                0.99623,                  0.995,                  0.902,                  0.477,                0.25896,                0.91835,              0.0012522,              0.0012522,              0.0012522
                    128,                0.46885,                0.31146,                0.86508,                0.98471,                 0.9994,                  0.995,                0.90415,                0.47406,                0.27081,                0.92008,              0.0012507,              0.0012507,              0.0012507
                    129,                0.44799,                0.30802,                0.87186,                0.98676,                      1,                  0.995,                0.90151,                0.48403,                0.29117,                0.92928,              0.0012493,              0.0012493,              0.0012493
                    130,                0.44671,                0.31514,                0.87585,                0.98189,                      1,                  0.995,                0.90162,                0.48809,                0.31349,                 0.9144,              0.0012479,              0.0012479,              0.0012479
                    131,                0.44499,                0.30277,                0.84747,                0.94892,                      1,                0.99197,                0.94148,                  0.451,                0.30059,                0.90305,              0.0012465,              0.0012465,              0.0012465
                    132,                0.46288,                0.32884,                0.84945,                0.98235,                0.96667,                0.99197,                0.92413,                0.44864,                0.28745,                0.90217,              0.0012451,              0.0012451,              0.0012451
                    133,                0.45158,                0.31083,                0.87674,                0.95056,                      1,                0.99197,                0.89745,                0.45484,                 0.2838,                0.91905,              0.0012437,              0.0012437,              0.0012437
                    134,                0.43707,                0.30219,                0.84525,                 0.9827,                      1,                  0.995,                0.92062,                 0.4784,                0.29689,                0.93151,              0.0012423,              0.0012423,              0.0012423
                    135,                0.45372,                 0.3051,                0.88676,                0.97787,                      1,                  0.995,                0.91958,                0.42506,                0.27831,                0.88649,              0.0012408,              0.0012408,              0.0012408
                    136,                0.42343,                0.30275,                 0.8596,                0.98009,                      1,                  0.995,                0.90705,                0.45729,                0.26475,                0.89793,              0.0012394,              0.0012394,              0.0012394
                    137,                0.44493,                0.30152,                  0.863,                0.98745,                      1,                  0.995,                0.91096,                0.45087,                0.28767,                0.90011,               0.001238,               0.001238,               0.001238
                    138,                0.45353,                0.31253,                0.86967,                0.96298,                      1,                  0.995,                0.90634,                0.45325,                0.31964,                 0.9085,              0.0012366,              0.0012366,              0.0012366
                    139,                0.43373,                0.29889,                0.86124,                0.97352,                      1,                  0.995,                0.89084,                0.50161,                0.34666,                0.93218,              0.0012352,              0.0012352,              0.0012352
                    140,                0.44836,                0.29742,                0.85268,                0.99382,                 0.9684,                0.98967,                0.91937,                0.46455,                0.31105,                0.90201,              0.0012338,              0.0012338,              0.0012338
                    141,                0.43063,                0.30366,                0.85722,                0.98713,                0.93822,                0.97411,                0.86861,                0.52258,                 0.3376,                0.94179,              0.0012324,              0.0012324,              0.0012324
                    142,                0.42919,                0.29489,                0.86963,                0.98902,                0.97013,                0.99119,                0.88084,                0.48995,                0.28307,                 0.9189,              0.0012309,              0.0012309,              0.0012309
                    143,                0.41142,                0.28579,                0.83169,                0.98403,                0.97957,                  0.995,                0.89842,                0.45312,                0.28227,                 0.9021,              0.0012295,              0.0012295,              0.0012295
                    144,                0.38356,                0.26649,                0.82882,                0.98253,                0.99544,                  0.995,                0.89466,                0.45586,                0.30343,                0.90039,              0.0012281,              0.0012281,              0.0012281
                    145,                0.43412,                0.30527,                0.86807,                0.98135,                      1,                  0.995,                0.92207,                0.45464,                0.30379,                0.90972,              0.0012267,              0.0012267,              0.0012267
                    146,                0.41481,                0.29084,                0.84491,                0.96944,                      1,                  0.995,                0.91116,                0.44088,                0.30393,                0.90314,              0.0012253,              0.0012253,              0.0012253
                    147,                0.41197,                0.29791,                0.86264,                0.96768,                      1,                  0.995,                0.91768,                0.43036,                0.28141,                0.88771,              0.0012239,              0.0012239,              0.0012239
                    148,                 0.4156,                0.27958,                0.85445,                0.97583,                      1,                  0.995,                0.90938,                 0.4382,                0.25142,                 0.8896,              0.0012225,              0.0012225,              0.0012225
                    149,                0.40526,                0.28504,                0.86142,                0.99069,                      1,                  0.995,                0.91605,                0.43503,                0.23428,                0.88427,               0.001221,               0.001221,               0.001221
                    150,                0.41351,                0.28814,                0.85798,                0.99386,                      1,                  0.995,                0.93561,                 0.4026,                0.22667,                0.87449,              0.0012196,              0.0012196,              0.0012196
                    151,                0.41205,                 0.2794,                0.87059,                0.99358,                      1,                  0.995,                0.90864,                0.43468,                0.23795,                0.89401,              0.0012182,              0.0012182,              0.0012182
                    152,                0.45549,                0.29583,                 0.8828,                  0.952,                      1,                  0.995,                0.91255,                0.43468,                0.31716,                0.90824,              0.0012168,              0.0012168,              0.0012168
                    153,                0.40359,                0.28968,                0.84603,                0.80984,                 0.8858,                0.88389,                0.81954,                0.44635,                0.72933,                 0.9069,              0.0012154,              0.0012154,              0.0012154
                    154,                0.40008,                0.28042,                0.85436,                0.81631,                 0.9466,                0.89957,                0.83028,                0.46454,                0.64203,                0.91359,               0.001214,               0.001214,               0.001214
                    155,                0.43832,                0.30395,                0.87259,                0.88337,                      1,                0.98406,                0.89992,                0.45733,                0.37556,                0.89838,              0.0012125,              0.0012125,              0.0012125
                    156,                0.42706,                0.30133,                0.84531,                0.92531,                      1,                0.98894,                 0.8967,                0.44892,                0.31186,                0.89421,              0.0012111,              0.0012111,              0.0012111
                    157,                0.44364,                0.29411,                0.87702,                0.91341,                      1,                0.98894,                 0.9296,                0.43543,                0.29391,                 0.8904,              0.0012097,              0.0012097,              0.0012097
                    158,                0.39916,                0.28161,                0.84572,                0.95494,                      1,                0.99197,                0.90812,                0.44996,                0.30125,                 0.9027,              0.0012083,              0.0012083,              0.0012083
                    159,                 0.4195,                0.29477,                0.84582,                0.95986,                      1,                  0.995,                0.91249,                0.42533,                0.30465,                0.90259,              0.0012069,              0.0012069,              0.0012069
                    160,                0.40879,                0.29305,                 0.8556,                0.99097,                      1,                  0.995,                0.92908,                0.41096,                0.23506,                0.89184,              0.0012055,              0.0012055,              0.0012055
                    161,                0.39925,                 0.2837,                0.84249,                 0.9888,                      1,                  0.995,                0.91914,                0.43877,                0.26729,                0.89121,              0.0012041,              0.0012041,              0.0012041
