                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.63618,                0.59303,                 1.0029,                0.52254,                0.69376,                 0.4845,                0.34152,                 1.1635,                 13.831,                  1.355,              0.0013461,              0.0013461,              0.0013461
                     51,                0.58683,                0.57223,                0.94838,                0.61805,                0.68692,                0.53631,                0.41355,                  1.052,                 9.2743,                 1.2466,              0.0013583,              0.0013583,              0.0013583
                     52,                0.56145,                0.49568,                0.93735,                0.46504,                0.71973,                0.52272,                0.42607,                  0.889,                 12.784,                 1.1266,              0.0013583,              0.0013583,              0.0013583
                     53,                0.55236,                0.49641,                0.92773,                0.60822,                0.65969,                0.59386,                0.46001,                0.80255,                 13.475,                 1.0651,              0.0013568,              0.0013568,              0.0013568
                     54,                0.60189,                0.52799,                0.93872,                0.48997,                0.70751,                 0.5992,                 0.4572,                0.83091,                 5.8112,                 1.1097,              0.0013554,              0.0013554,              0.0013554
                     55,                0.58242,                0.51772,                0.93942,                0.51581,                0.76667,                0.73589,                 0.6036,                0.78213,                  10.26,                 1.1255,               0.001354,               0.001354,               0.001354
                     56,                0.58861,                0.49891,                0.94485,                0.68219,                0.71667,                0.77007,                0.58872,                 0.7542,                 6.6707,                 1.0876,              0.0013526,              0.0013526,              0.0013526
                     57,                0.62956,                0.60961,                0.93923,                 0.5196,                0.61002,                0.55228,                0.38635,                0.91684,                 9.1395,                 1.1518,              0.0013512,              0.0013512,              0.0013512
                     58,                0.64173,                0.53055,                 0.9595,                 0.4197,                0.55725,                0.50289,                0.40586,                0.88522,                 8.9496,                 1.2456,              0.0013498,              0.0013498,              0.0013498
                     59,                0.52575,                0.49449,                0.93647,                0.55017,                0.47212,                0.40595,                0.31371,                0.88478,                 8.8491,                 1.2477,              0.0013484,              0.0013484,              0.0013484
                     60,                0.59085,                0.52392,                0.95432,                0.41926,                0.41667,                0.32102,                0.25906,                0.83637,                 11.903,                 1.1767,              0.0013469,              0.0013469,              0.0013469
